Site_ID,Date,Date_Year,Date_Month,Date_Day,City_Town_Name,Latitude_Degrees,Longitude_Degrees,Distance_to_Shore,Exposure,Turbidity,Cyclone_Frequency,Depth_m,ClimSST,SSTA,SSTA_DHW,TSA,TSA_DHW,Windspeed,Percent_Bleaching
12439,2005-08-18,2005,8,18,Monroe County,24.555,-81.4355,6883.25,Exposed,0.142,58.42,5.6,299.85,3.31,35.04,3.31,34.62,4,0.1535
12622,2005-08-18,2005,8,18,Monroe County,24.6198,-81.3701,1054.02,Sheltered,0.1553,62.25,2.7,302.23,0.52,5.41,0.4,3.39,4,0.4
12400,2005-08-19,2005,8,19,Monroe County,24.5478,-81.4256,8089.82,Exposed,0.142,58.42,10.1,299.85,3.31,35.04,3.31,34.62,4,0.10949999999999999
12463,2005-08-19,2005,8,19,Monroe County,24.5622,-81.3404,7963.35,Exposed,0.0911,57.81,8.5,302.31,0.26,1.34,0.2,1.34,4,0.16670000000000001
12441,2005-08-19,2005,8,19,Monroe County,24.5568,-81.3503,8307.44,Exposed,0.0911,57.81,14.7,302.31,0.26,1.34,0.2,1.34,4,0.1818
14265,2005-08-20,2005,8,20,Palm Beach County,26.7093,-80.0285,460,Exposed,0.0461,88.08,7,301.9,1.05,2.31,1.04,1.29,3,0
14278,2005-08-20,2005,8,20,Palm Beach County,26.7226,-80.0286,546,Exposed,0.0461,88.08,7.9,301.9,1.05,2.31,1.04,1.29,3,0.047599999999999996
14264,2005-08-20,2005,8,20,Palm Beach County,26.7069,-80.0301,286,Exposed,0.0429,88.08,3,301.9,1.05,2.31,1.04,1.29,3,0.09519999999999999
14315,2005-08-21,2005,8,21,Martin County,27.1316,-80.1341,1052,Exposed,0.1064,57.69,3.7,301.33,1.73,4.96,1.73,3.74,3,0.09759999999999999
14307,2005-08-21,2005,8,21,Martin County,27.1121,-80.1254,1195,Exposed,0.1073,57.69,4.9,262.15,1.29,4.66,1.29,3.74,3,0.125
14300,2005-08-21,2005,8,21,Martin County,27.1084,-80.123,1234,Exposed,0.1193,57.69,4.2,262.15,1.29,4.66,1.29,3.74,3,0.2708
13495,2005-08-22,2005,8,22,Monroe County,25.4022,-80.1322,7303.47,Exposed,0.0608,57.28,2.5,302.22,-0.13,1.04,-0.16,0,3,0.0705
13753,2005-08-22,2005,8,22,Miami-Dade County,25.7978,-80.0976,2638,Exposed,0.0616,41.6,10.4,301.98,0.17,1.66,0.16,1.67,3,0.1364
13482,2005-08-22,2005,8,22,Monroe County,25.3883,-80.1334,7701.44,Exposed,0.0608,57.28,9,302.22,-0.13,1.04,-0.16,0,3,0.16670000000000001
13654,2005-08-22,2005,8,22,Miami-Dade County,25.5791,-80.0918,9178.75,Exposed,0.1536,57.93,14,302.11,0.97,2.28,0.92,1.03,3,0.17120000000000002
13767,2005-08-22,2005,8,22,Miami-Dade County,25.8247,-80.0907,2923,Exposed,0.0616,41.6,16.4,301.98,0.17,1.66,0.16,1.67,3,0.20829999999999999
13755,2005-08-22,2005,8,22,Miami-Dade County,25.7996,-80.0956,2765,Exposed,0.0616,41.6,14,301.98,0.17,1.66,0.16,1.67,3,0.2143
13671,2005-08-22,2005,8,22,Miami-Dade County,25.6043,-80.0938,9280.93,Exposed,0.0999,57.13,6.7,302.11,0.97,2.28,0.92,1.03,3,0.3667
13737,2005-08-22,2005,8,22,Miami-Dade County,25.7778,-80.0903,3809,Exposed,0.0599,41.6,12.2,302,0.36,2.99,0.33,2.98,3,0.40740000000000004
13559,2005-08-22,2005,8,22,Miami-Dade County,25.4579,-80.1312,5520,Exposed,0.1636,58.01,6,302.11,-0.12,1.41,-0.2,0,3,0.4378
13490,2005-08-22,2005,8,22,Miami-Dade County,25.3987,-80.161,4646.25,Sheltered,0.0608,57.28,3,302.13,0.83,1.91,0.77,0,3,0.4598
13477,2005-08-22,2005,8,22,Miami-Dade County,25.3757,-80.1393,7747.38,Exposed,0.0608,57.28,10,302.22,-0.13,1.04,-0.16,0,3,0.4783
13848,2005-08-23,2005,8,23,Miami-Dade County,25.9022,-80.088,3386,Exposed,0.0487,33.22,19.8,301.92,0.63,3.14,0.62,2.09,3,0.060599999999999994
14177,2005-08-23,2005,8,23,Broward County,26.3055,-80.0677,833,Exposed,0.0439,52.57,11.9,301.89,0.24,3.77,0.24,3.73,3,0.08109999999999999
14106,2005-08-23,2005,8,23,Broward County,26.1926,-80.0913,298.26,Exposed,0.0431,54.65,16,262.15,1.08,2.37,1.08,2.04,3,0.0909
14180,2005-08-23,2005,8,23,Broward County,26.3093,-80.0596,1580.86,Exposed,0.0439,52.57,19.2,301.89,0.24,3.77,0.24,3.73,3,0.10529999999999999
14116,2005-08-23,2005,8,23,Broward County,26.2032,-80.0779,1465.17,Exposed,0.0442,54.65,19,262.15,0.63,2.66,0.63,2.32,3,0.1364
13694,2005-08-23,2005,8,23,Miami-Dade County,25.6781,-80.0898,6378.5,Exposed,0.1066,52.58,12,302.05,0.63,2.28,0.59,1.18,3,0.1852
13816,2005-08-23,2005,8,23,Miami-Dade County,25.8625,-80.0874,3165,Exposed,0.0684,33.22,23.2,301.94,0.23,2.78,0.22,1.76,3,0.1852
14167,2005-08-23,2005,8,23,Broward County,26.2858,-80.0699,806.32,Exposed,0.0447,52.57,13.7,301.89,0.24,3.77,0.24,3.73,3,0.193
13690,2005-08-23,2005,8,23,Miami-Dade County,25.6749,-80.0984,5478.98,Exposed,0.1066,52.58,10,302.05,0.63,2.28,0.59,1.18,3,0.2
13793,2005-08-23,2005,8,23,Miami-Dade County,25.8422,-80.0881,3087,Exposed,0.0684,33.22,14.6,301.94,0.23,2.78,0.22,1.76,3,0.25
14099,2005-08-23,2005,8,23,Broward County,26.1853,-80.076,1887.29,Exposed,0.0442,54.65,14,262.15,1.08,2.37,1.08,2.04,3,0.254
13872,2005-08-23,2005,8,23,Miami-Dade County,25.9422,-80.1006,1860,Exposed,0.0548,51.35,11.3,301.97,0,3.13,-0.02,2.12,3,0.2727
13784,2005-08-23,2005,8,23,Miami-Dade County,25.8409,-80.0881,3077,Exposed,0.0684,33.22,14.3,301.94,0.23,2.78,0.22,1.76,3,0.2917
13706,2005-08-23,2005,8,23,Miami-Dade County,25.7003,-80.0969,5572.99,Exposed,0.1066,52.58,8.5,302.05,0.63,2.28,0.59,1.18,3,0.2949
13834,2005-08-23,2005,8,23,Miami-Dade County,25.8866,-80.1105,1025,Exposed,0.0487,33.22,8.5,301.92,0.63,3.14,0.62,2.09,3,0.2963
12145,2005-08-24,2005,8,24,Monroe County,24.4774,-81.8934,6191,Sheltered,0.1262,56.58,5.1,301.99,0.1,1.09,-0.08,0,6,0.1059
12150,2005-08-24,2005,8,24,Monroe County,24.4777,-81.9567,4859.5,Sheltered,0.1116,56.58,8.6,301.98,0.04,3.07,-0.14,2.05,6,0.1841
12201,2005-08-24,2005,8,24,Monroe County,24.4922,-81.8885,5021.49,Sheltered,0.1262,56.58,6.8,301.99,0.1,1.09,-0.08,0,6,0.23420000000000002
12614,2005-08-24,2005,8,24,Monroe County,24.618,-81.1897,7966,Exposed,0.0766,62.25,7.9,302.02,-0.4,0,-0.55,0,5,0.24559999999999998
12691,2005-08-24,2005,8,24,Monroe County,24.6302,-81.0835,6628,Exposed,0.1387,62.59,15.4,301.98,-0.47,2.55,-0.66,2.46,5,0.2793
12652,2005-08-24,2005,8,24,Monroe County,24.6252,-81.2353,4816,Sheltered,0.1683,62.25,4,301.98,-0.52,1.14,-0.75,1.11,5,0.2993
14083,2005-08-31,2005,8,31,Broward County,26.1599,-80.0828,1611.29,Exposed,0.043,63.75,13.6,262.15,-0.62,4.03,-0.78,4.02,5,0.0833
13520,2005-08-31,2005,8,31,Miami-Dade County,25.4225,-80.1254,7289,Exposed,0.1636,58.01,3.7,301.47,0.33,0,-0.04,0,5,0.1778
14062,2005-08-31,2005,8,31,Broward County,26.1479,-80.0961,480.21,Exposed,0.043,63.75,6.4,262.15,-0.62,4.03,-0.78,4.02,5,0.17859999999999998
13791,2005-08-31,2005,8,31,Miami-Dade County,25.8422,-80.104,1487,Exposed,0.0684,33.22,17.3,301.42,-0.84,2.78,-1.03,1.76,5,0.2576
14080,2005-08-31,2005,8,31,Broward County,26.1587,-80.0782,2088,Exposed,0.043,63.75,17.3,262.15,-0.62,4.03,-0.78,4.02,5,0.2576
13243,2005-08-31,2005,8,31,Monroe County,25.1093,-80.3375,4615.96,Sheltered,0.1629,58.32,2.8,301.5,0.41,0,0.08,0,4,0.3289
13169,2005-08-31,2005,8,31,Monroe County,25.0355,-80.4029,4752.96,Sheltered,0.1005,60.51,3,301.63,0.68,0,0.43,0,4,0.3825
13504,2005-08-31,2005,8,31,Miami-Dade County,25.41,-80.157,4728,Sheltered,0.0608,57.28,2.4,301.65,0.75,0,0.52,0,4,0.4253
13625,2005-09-01,2005,9,1,Miami-Dade County,25.5395,-80.0957,7486,Exposed,0.0502,57.93,21.3,301.49,-0.16,1.03,-0.52,1.02,5,0.15560000000000002
13918,2005-09-01,2005,9,1,Broward County,25.9983,-80.1018,1414.37,Exposed,0.0609,51.35,8.4,301.5,0,4.92,-0.16,3.9,5,0.1984
13908,2005-09-01,2005,9,1,Broward County,25.9856,-80.105,1223.21,Exposed,0.0609,51.35,9.1,301.45,0.38,3.07,0.21,2.08,5,0.3016
13651,2005-09-01,2005,9,1,Miami-Dade County,25.5772,-80.1014,6126,Exposed,0.1536,57.93,6.1,301.49,-0.16,1.03,-0.52,1.02,5,0.5699000000000001
13892,2005-09-02,2005,9,2,Miami-Dade County,25.9661,-80.1138,463,Exposed,0.0609,51.35,5.6,301.45,0.38,3.07,0.21,2.08,5,0.1754
13895,2005-09-02,2005,9,2,Broward County,25.9698,-80.0897,2869,Exposed,0.0609,51.35,17.8,301.45,0.38,3.07,0.21,2.08,5,0.2619
13901,2005-09-02,2005,9,2,Broward County,25.9747,-80.1054,1283,Exposed,0.0609,51.35,9.9,301.45,0.38,3.07,0.21,2.08,5,0.2963
13168,2005-09-06,2005,9,6,Monroe County,25.0337,-80.3805,6956.18,Exposed,0.1005,60.51,5.5,301.63,0.68,0,0.43,0,4,0.2047
13133,2005-09-06,2005,9,6,Monroe County,25.0085,-80.4465,4970.65,Sheltered,0.1711,60.51,3,301.58,0.45,0,0.16,0,4,0.3333
13132,2005-09-07,2005,9,7,Monroe County,25.0081,-80.4238,5291.41,Exposed,0.1711,60.51,4,301.23,0.37,0,-0.12,0,1,0.23190000000000002
12349,2005-09-08,2005,9,8,Monroe County,24.5316,-81.4791,8630.14,Exposed,0.0617,58.42,10.4,301.31,0.46,1.62,-0.05,1.62,2,0.09300000000000001
12294,2005-09-08,2005,9,8,Monroe County,24.5212,-81.5206,10097.63,Exposed,0.0794,58.42,9.2,301.36,0.6,2.59,0.12,2.59,2,0.21789999999999998
12416,2005-09-08,2005,9,8,Monroe County,24.5501,-81.4403,7147.22,Exposed,0.142,58.42,7.6,299.84,3.43,38.84,3.44,38.6,2,0.22039999999999998
12357,2005-09-08,2005,9,8,Monroe County,24.5356,-81.4571,8224.15,Exposed,0.0532,58.42,12.4,301.31,0.46,1.62,-0.05,1.62,2,0.2967
13936,2005-09-11,2005,9,11,Broward County,26.0144,-80.102,1286.26,Exposed,0.0459,56.97,7.8,301.21,0.86,4.92,0.56,3.9,1,0.24559999999999998
12092,2005-09-12,2005,9,12,Monroe County,24.4524,-81.8834,9146,Exposed,0.0571,56.58,10.2,301.34,0.54,0,0.07,0,2,0.1382
13307,2005-09-12,2005,9,12,Monroe County,25.2047,-80.2226,10120.44,Exposed,0.0562,56.55,5.5,301.27,0.52,0,0.08,0,1,0.44439999999999996
12262,2005-09-13,2005,9,13,Monroe County,24.5138,-81.6186,7237.71,Exposed,0.0971,58.42,2.8,299.81,3.4,38.2,3.4,37.69,2,0.122
12268,2005-09-13,2005,9,13,Monroe County,24.5145,-81.608,7419.81,Exposed,0.0971,58.42,6.5,301.29,0.63,1.04,0.1,1.04,2,0.1432
12158,2005-09-13,2005,9,13,Monroe County,24.4791,-81.7168,8542.1,Exposed,0.0727,53.15,8.1,301.32,1.16,0,0.67,0,2,0.1802
12236,2005-09-13,2005,9,13,Monroe County,24.505,-81.7206,5553.92,Sheltered,0.1327,56.21,5.6,301.27,0.92,2.52,0.4,2.37,2,0.18710000000000002
12399,2005-09-13,2005,9,13,Monroe County,24.5477,-81.5864,4569.4,Sheltered,0.1584,58.42,3.9,301.18,0.57,2.78,-0.03,2.73,2,0.2475
12223,2005-09-13,2005,9,13,Monroe County,24.5007,-81.6319,8340.42,Exposed,0.1203,58.42,2.2,299.81,3.4,38.2,3.4,37.69,2,0.2778
12745,2005-09-16,2005,9,16,Monroe County,24.6521,-81.0187,7141.92,Exposed,0.0644,62.59,10.1,300.96,0.44,0,-0.25,0,8,0.1389
13268,2005-09-16,2005,9,16,Monroe County,25.1327,-80.262200000000007,9714.01,Exposed,0.0577,57.05,17.5,300.97,0.18,0,-0.43,0,7,0.156
12737,2005-09-16,2005,9,16,Monroe County,24.6488,-81.0308,6485,Exposed,0.0644,62.59,9.7,300.96,0.44,0,-0.25,0,8,0.17859999999999998
12640,2005-09-16,2005,9,16,Monroe County,24.6229,-81.111,7242.48,Exposed,0.0506,62.59,14.2,300.89,0.56,2.55,-0.23,2.46,8,0.22219999999999998
13126,2005-09-16,2005,9,16,Monroe County,25.0049,-80.3871,7914.42,Exposed,0.1005,60.51,12,300.92,-0.03,0,-0.7,0,7,0.22219999999999998
12692,2005-09-16,2005,9,16,Monroe County,24.6307,-81.0846,6564.68,Exposed,0.1387,62.59,13.9,300.89,0.56,2.55,-0.23,2.46,8,0.22920000000000001
12830,2005-09-16,2005,9,16,Monroe County,24.6898,-81.0304,3042.01,Sheltered,0.157,62.84,2.7,299.79,3.11,37.11,3.07,36.8,8,0.43920000000000003
12068,2005-09-27,2005,9,27,Monroe County,24.445,-81.9228,8984.65,Exposed,0.0586,56.58,6.6,300.51,-1.39,1.21,-2.44,1.19,4,0.0794
12118,2005-09-27,2005,9,27,Monroe County,24.4597,-81.9074,7620.85,Exposed,0.1262,56.58,10,300.45,-0.87,2.05,-1.99,2.05,4,0.08380000000000001
12068,2005-09-27,2005,9,27,Monroe County,24.445,-81.9228,8984.65,Exposed,0.0586,56.58,8.8,300.51,-1.39,1.21,-2.44,1.19,4,0.1
12060,2005-09-27,2005,9,27,Monroe County,24.4381,-81.9031,10046.75,Exposed,0.0571,56.58,14.8,300.56,-0.99,0,-1.99,0,4,0.12119999999999999
12075,2005-09-27,2005,9,27,Monroe County,24.4472,-81.903,9073.39,Exposed,0.0571,56.58,13.3,300.56,-0.99,0,-1.99,0,4,0.1463
12107,2005-09-27,2005,9,27,Monroe County,24.4579,-81.8952,8160.35,Exposed,0.0571,56.58,10.3,300.51,-0.53,1.09,-1.61,0,4,0.1583
13127,2005-09-28,2005,9,28,Monroe County,25.0051,-80.387200000000007,7892.56,Exposed,0.1005,60.51,10.6,300.16,-0.34,0,-1.58,0,6,0.2917
13093,2005-09-28,2005,9,28,Monroe County,24.9859,-80.4152,7895.55,Exposed,0.0627,62.54,6.2,300.21,-0.32,0,-1.53,0,6,0.31670000000000004
13185,2005-09-28,2005,9,28,Monroe County,25.053,-80.3624,7964,Exposed,0.0745,60.51,3.6,300.21,-0.97,2,-2.16,1.92,6,0.3478
13104,2005-09-28,2005,9,28,Monroe County,24.9906,-80.411,7598.3,Exposed,0.0627,62.54,6.1,300.21,-0.32,0,-1.53,0,6,0.4375
13011,2005-09-29,2005,9,29,Monroe County,24.8987,-80.5498,6465.84,Exposed,0.0653,61.88,8.5,300.2,-0.28,0,-1.5,0,6,0.22219999999999998
13028,2005-09-29,2005,9,29,Monroe County,24.9167,-80.5455,4981.44,Exposed,0.1703,62.54,5.8,299.88,-0.21,2.32,-1.69,0,6,0.25
12978,2005-09-29,2005,9,29,Monroe County,24.8231,-80.6568,6847.58,Exposed,0.0565,62.62,8.4,300.24,-0.35,2.31,-1.59,1.3,6,0.3333
12988,2005-09-29,2005,9,29,Monroe County,24.851,-80.6182,6533.87,Exposed,0.0794,60.12,3.6,300.08,-0.46,2.56,-1.88,1.02,6,0.3333
13019,2005-09-29,2005,9,29,Monroe County,24.9061,-80.6132,2129.59,Sheltered,0.111,60.12,4,300.03,-0.34,2.12,-1.75,0,6,0.6667000000000001
12059,2006-01-23,2006,1,23,Monroe County,24.438,-81.8934,10334.17,Exposed,0.0571,56.58,16.4,296.69,-0.83,0,-7.31,0,8,0.011899999999999999
12205,2006-01-24,2006,1,24,Monroe County,24.4938,-81.6594,7654.1,Exposed,0.0545,55.37,4.4,296.71,-0.8,0,-7.29,0,8,0
12214,2006-01-24,2006,1,24,Monroe County,24.4992,-81.6337,8453.02,Exposed,0.0545,55.37,5.9,299.84,-3.62,0,-3.67,0,8,0
12473,2006-01-24,2006,1,24,Monroe County,24.564,-81.6614,884.6,Sheltered,0.1533,58.42,3.6,262.15,-0.52,0,-6.88,0,8,0
12198,2006-01-24,2006,1,24,Monroe County,24.492,-81.6593,7826.83,Exposed,0.0545,55.37,7.7,296.71,-0.8,0,-7.29,0,8,0.014499999999999999
12199,2006-01-24,2006,1,24,Monroe County,24.492,-81.6515,8116.42,Exposed,0.0545,55.37,14.8,296.76,-0.46,0,-6.93,0,8,0.0178
12524,2006-01-24,2006,1,24,Monroe County,24.5856,-81.5802,1171.09,Sheltered,0.2055,65.38,4.4,262.15,-0.28,0.38,-7.73,0,8,0.0217
12248,2006-01-31,2006,1,31,Monroe County,24.51,-81.5643,9276.1,Exposed,0.0816,58.42,10.4,299.87,-3.65,0,-3.67,0,6,0
12255,2006-01-31,2006,1,31,Monroe County,24.5118,-81.5604,9273.4,Exposed,0.0816,58.42,10.7,299.87,-3.65,0,-3.67,0,6,0.0278
13475,2006-02-21,2006,2,21,Miami-Dade County,25.3752,-80.1392,7828,Exposed,0.0608,57.28,13.4,297.62,-0.25,0,-6.19,0,3,0
13637,2006-02-21,2006,2,21,Miami-Dade County,25.5592,-80.1056,6670.89,Exposed,0.1536,57.93,4.5,297.54,-0.48,0,-6.63,0,3,0
13656,2006-02-21,2006,2,21,Miami-Dade County,25.5822,-80.0959,8572.61,Exposed,0.1536,57.93,7.6,297.58,0.91,0,-5.08,0,3,0
13695,2006-02-21,2006,2,21,Miami-Dade County,25.6784,-80.0912,6243.79,Exposed,0.1066,52.58,12.5,297.56,-0.47,0,-6.38,0,2,0
13724,2006-02-21,2006,2,21,Miami-Dade County,25.7511,-80.0982,3553.89,Exposed,0.0599,41.6,7.6,297.6,0.23,0,-5.44,0,2,0.027200000000000002
13704,2006-02-21,2006,2,21,Miami-Dade County,25.6959,-80.0974,5657.92,Exposed,0.1066,52.58,8.5,297.56,-0.47,0,-6.38,0,2,0.0645
13517,2006-02-22,2006,2,22,Miami-Dade County,25.4217,-80.1538,4742.3,Sheltered,0.1636,58.01,3.7,297.75,-1.43,0,-7.64,0,5,0
13518,2006-02-22,2006,2,22,Miami-Dade County,25.4223,-80.1259,7376.74,Exposed,0.1636,58.01,3,297.75,-1.43,0,-7.64,0,5,0
13560,2006-02-22,2006,2,22,Miami-Dade County,25.459,-80.1302,5593.38,Exposed,0.1491,58.01,4.6,297.79,-0.32,0,-6.48,0,5,0
13587,2006-02-22,2006,2,22,Miami-Dade County,25.4901,-80.1266,5091.64,Exposed,0.1491,58.01,7.3,297.79,-0.32,0,-6.48,0,5,0
13702,2006-02-22,2006,2,22,Miami-Dade County,25.6956,-80.0901,6370,Exposed,0.1066,52.58,6.1,297.78,-0.66,0,-6.51,0,5,0.0123
13480,2006-02-22,2006,2,22,Miami-Dade County,25.3864,-80.1627,5103,Exposed,0.0608,57.28,4.6,297.7,-0.77,0,-6.99,0,5,0.0149
12090,2006-02-23,2006,2,23,Monroe County,24.4523,-81.8834,9139.49,Exposed,0.0571,56.58,9.4,297.65,0.07,0,-6.41,0,6,0
13568,2006-02-23,2006,2,23,Miami-Dade County,25.464,-80.1692,1685.35,Sheltered,0.1441,48.9,3.7,297.7,-0.66,0,-7.21,0,5,0.0045000000000000005
12189,2006-02-23,2006,2,23,Monroe County,24.4884,-81.8834,5677.78,Sheltered,0.1262,56.58,8.8,297.57,-0.72,0,-7.48,0,6,0.0104
12106,2006-02-23,2006,2,23,Monroe County,24.4574,-81.9131,7735,Exposed,0.0571,56.58,8.5,297.57,-0.72,0,-7.5,0,6,0.0128
13501,2006-02-23,2006,2,23,Miami-Dade County,25.4052,-80.1691,3637,Sheltered,0.1542,54.86,4.6,297.7,-0.77,0,-6.99,0,5,0.0139
12069,2006-02-23,2006,2,23,Monroe County,24.4452,-81.9429,8691.75,Exposed,0.0586,56.58,10.4,297.62,0.02,0,-6.49,0,6,0.0167
13529,2006-02-23,2006,2,23,Miami-Dade County,25.434,-80.1928,567,Sheltered,0.1805,48.9,3,297.72,-1.29,0,-7.65,0,5,0.0278
13558,2006-02-23,2006,2,23,Miami-Dade County,25.4561,-80.1718,1795.88,Sheltered,0.1805,48.9,3.7,297.7,-0.66,0,-7.21,0,5,0.0407
12116,2006-02-24,2006,2,24,Monroe County,24.4596,-81.8556,9154,Exposed,0.1014,56.58,6.6,297.61,-0.84,0,-7.5,0,6,0
12140,2006-02-24,2006,2,24,Monroe County,24.4756,-81.8339,8086.49,Exposed,0.1014,56.58,4.9,297.61,-0.84,0,-7.5,0,6,0
12234,2006-02-24,2006,2,24,Monroe County,24.5046,-81.7209,5786.83,Sheltered,0.1327,56.21,6.1,297.62,-1.11,0,-7.8,0,5,0
12260,2006-02-24,2006,2,24,Monroe County,24.5136,-81.6195,7235.16,Exposed,0.0971,58.42,3.7,299.83,-3.88,0,-3.89,0,5,0
12148,2006-02-24,2006,2,24,Monroe County,24.4776,-81.8319,7856.36,Exposed,0.0938,53.15,4.8,297.61,-0.84,0,-7.5,0,6,0.0667
12331,2006-03-06,2006,3,6,Monroe County,24.5263,-81.5663,7559.65,Exposed,0.0816,58.42,8,299.85,-2.83,0,-2.84,0,6,0.0058
12252,2006-03-06,2006,3,6,Monroe County,24.5118,-81.5604,9269.52,Exposed,0.0816,58.42,10.1,299.85,-2.83,0,-2.84,0,6,0.0083
12529,2006-03-06,2006,3,6,Monroe County,24.5858,-81.5826,1042.24,Sheltered,0.2055,65.38,3,262.15,-0.42,0.38,-7.35,0,6,0.0083
12396,2006-03-06,2006,3,6,Monroe County,24.5474,-81.5866,4594.04,Sheltered,0.1584,58.42,4.8,297.94,0.6,0,-6.09,0,6,0.0087
13938,2006-03-17,2006,3,17,Broward County,26.0183,-80.1119,268.24,Exposed,0.0485,56.97,5.6,298.55,0.94,0,-4.24,0,4,0.013300000000000001
13902,2006-03-17,2006,3,17,Broward County,25.9748,-80.1055,1263.36,Exposed,0.0609,51.35,9.9,298.54,1.01,1.37,-4.16,0,4,0.0208
14039,2006-03-17,2006,3,17,Broward County,26.1224,-80.0873,1613.49,Exposed,0.053,63.75,14.3,262.15,0.95,0,-4.22,0,4,0.0435
13950,2006-03-17,2006,3,17,Broward County,26.0321,-80.0874,2644.27,Exposed,0.0451,56.97,14.2,298.55,0.94,0,-4.24,0,4,0.060599999999999994
13980,2006-03-17,2006,3,17,Broward County,26.065,-80.1063,478.72,Exposed,0.0473,56.97,6.6,298.52,0.89,0,-4.35,0,4,0.0667
13927,2006-03-17,2006,3,17,Broward County,26.007,-80.0975,1799.73,Exposed,0.0452,56.97,11.9,298.55,0.94,0,-4.24,0,4,0.0833
14089,2006-03-23,2006,3,23,Broward County,26.1638,-80.0948,349.7,Exposed,0.0425,63.75,5.6,262.15,0.29,0.72,-4.67,0,6,0
14098,2006-03-24,2006,3,24,Broward County,26.1851,-80.081,1408.64,Exposed,0.0442,54.65,13.6,262.15,0.29,0.72,-4.67,0,6,0.0278
14115,2006-03-24,2006,3,24,Broward County,26.203,-80.0781,1471.25,Exposed,0.0442,54.65,17.3,262.15,0.16,0.34,-4.78,0,6,0.036000000000000004
14159,2006-04-04,2006,4,4,Broward County,26.2591,-80.0595,2074.71,Exposed,0.0447,52.57,20.1,299.19,0.17,0,-4.52,0,2,0.08
14178,2006-04-04,2006,4,4,Broward County,26.3059,-80.0678,814.32,Exposed,0.0439,52.57,10.8,299.12,-0.17,0,-4.73,0,2,0.1061
14129,2006-04-04,2006,4,4,Broward County,26.2172,-80.0702,1996,Exposed,0.0453,54.65,15,299.1,0.55,0,-4.19,0,3,0.1751
12464,2006-08-22,2006,8,22,Monroe County,24.563,-81.4009,6478.07,Exposed,0.121,57.81,6.4,302.31,0.49,1.19,0.44,0,4,0.0248
12391,2006-08-22,2006,8,22,Monroe County,24.5464,-81.4019,8315.33,Exposed,0.121,57.81,6.2,302.31,0.49,1.19,0.44,0,4,0.0667
12431,2006-08-22,2006,8,22,Monroe County,24.553,-81.3794,7720.59,Exposed,0.121,57.81,5.1,302.31,0.49,1.19,0.44,0,4,0.1042
12509,2006-08-23,2006,8,23,Monroe County,24.5786,-81.4375,4637.74,Sheltered,0.142,58.42,7.2,302.02,1.5,1.66,1.33,0,5,0.0196
12291,2006-08-23,2006,8,23,Monroe County,24.5207,-81.5248,9979.87,Exposed,0.0794,58.42,10,302.02,1.21,1.64,1.07,0,5,0.0278
12516,2006-08-23,2006,8,23,Monroe County,24.5819,-81.4415,4091.62,Sheltered,0.142,58.42,6.1,302.02,1.5,1.66,1.33,0,5,0.045599999999999995
12361,2006-08-23,2006,8,23,Monroe County,24.537,-81.4375,8599.57,Exposed,0.0532,58.42,17.9,299.85,4.84,34.91,4.85,34.55,5,0.0506
12269,2006-08-23,2006,8,23,Monroe County,24.5149,-81.5546,9247.15,Exposed,0.0816,58.42,6.8,299.86,4.38,30.75,4.38,30.38,5,0.10529999999999999
12548,2006-08-24,2006,8,24,Monroe County,24.5945,-81.2114,8906,Exposed,0.1024,62.25,13.6,302.02,0.66,1.82,0.51,0,5,0
12506,2006-08-24,2006,8,24,Monroe County,24.5766,-81.3046,7558.44,Exposed,0.0641,57.81,8.1,302.01,-0.19,1.66,-0.33,0,5,0.0385
13708,2006-08-24,2006,8,24,Miami-Dade County,25.7016,-80.102,5026.59,Exposed,0.1066,52.58,8.4,301.77,1.59,0,1.47,0,4,0.04650000000000001
12489,2006-08-24,2006,8,24,Monroe County,24.5694,-81.3146,8009.19,Exposed,0.0641,57.81,10.1,302.01,-0.19,1.66,-0.33,0,5,0.09519999999999999
12538,2006-08-24,2006,8,24,Monroe County,24.5906,-81.2474,7801.1,Exposed,0.1024,62.25,7.4,301.98,-0.25,1.7,-0.42,0,5,0.125
12569,2006-08-24,2006,8,24,Monroe County,24.6016,-81.2133,8133.92,Exposed,0.1024,62.25,7.2,302.02,0.66,1.82,0.51,0,5,0.25
12413,2006-08-25,2006,8,25,Monroe County,24.55,-81.703,857,Sheltered,0.1624,56.21,3.8,301.82,0.07,3.27,-0.14,2.03,5,0
12316,2006-08-25,2006,8,25,Monroe County,24.5238,-81.6381,5681.77,Exposed,0.1203,58.42,7.4,299.83,3.94,32.86,3.94,32.24,5,0.0265
13661,2006-08-25,2006,8,25,Monroe County,25.5875,-80.113,7513.09,Exposed,0.0999,57.13,4.5,301.83,0.68,0,0.55,0,5,0.0333
12355,2006-08-25,2006,8,25,Monroe County,24.5346,-81.6045,5441.97,Sheltered,0.0971,58.42,6.6,301.99,0.69,1.87,0.53,0,5,0.037000000000000005
12333,2006-08-25,2006,8,25,Monroe County,24.5266,-81.6738,3750.45,Sheltered,0.1382,56.21,7.6,301.97,0.7,5.18,0.53,2.01,5,0.0747
12230,2006-08-25,2006,8,25,Monroe County,24.5023,-81.6595,6773.61,Exposed,0.1203,58.42,7.6,301.97,0.7,5.18,0.53,2.01,5,0.0808
