Site_ID,Date,Date_Year,Date_Month,Date_Day,City_Town_Name,Latitude_Degrees,Longitude_Degrees,Distance_to_Shore,Exposure,Turbidity,Cyclone_Frequency,Depth_m,ClimSST,SSTA,SSTA_DHW,TSA,TSA_DHW,Windspeed,Percent_Bleaching
14192,2008-10-01,2008,10,1,Palm Beach County,26.3474,-80.057,1234,Exposed,0.0445,50.74,19.8,299.9,-0.02,0,-1.05,0,4,0.0256
13893,2008-10-02,2008,10,2,Miami-Dade County,25.9667,-80.112,630,Exposed,0.0609,51.35,7.5,299.85,-0.21,1.25,-1.36,1.13,4,0
14212,2008-10-02,2008,10,2,Palm Beach County,26.4794,-80.0419,1253,Exposed,0.0402,52.89,19.2,262.15,-0.21,1.64,-1.29,1.65,4,0.0407
13920,2008-10-02,2008,10,2,Broward County,25.9991,-80.0877,2825,Exposed,0.0609,51.35,23.8,299.87,0.04,1.11,-1.06,0,4,0.047599999999999996
14211,2008-10-02,2008,10,2,Palm Beach County,26.4622,-80.0432,1387,Exposed,0.0392,52.89,27.4,262.15,-0.21,1.64,-1.29,1.65,4,0.0571
12615,2008-10-02,2008,10,2,Monroe County,24.6182,-81.156,9155,Exposed,0.0595,62.59,8,299.75,-0.4,0,-1.95,0,5,0.1204
12602,2008-10-02,2008,10,2,Monroe County,24.6128,-81.1437,9108,Exposed,0.0595,62.59,13.7,299.75,-0.4,0,-1.95,0,5,0.1801
12636,2008-10-02,2008,10,2,Monroe County,24.6218,-81.1118,7382,Exposed,0.0506,62.59,15.4,299.69,-0.45,1.47,-2.06,1.35,5,0.2446
13550,2008-10-03,2008,10,3,Miami-Dade County,25.4539,-80.1217,6601,Exposed,0.0845,58.01,4.2,299.55,-0.18,0,-1.86,0,4,0.0111
13106,2008-10-03,2008,10,3,Monroe County,24.9916,-80.4444,5631,Exposed,0.0704,62.54,5.5,299.84,-0.06,0,-1.44,0,4,0.0444
13147,2008-10-03,2008,10,3,Monroe County,25.017,-80.4262,4304,Sheltered,0.1711,60.51,3.7,299.72,0.2,0,-1.3,0,4,0.061500000000000006
13567,2008-10-03,2008,10,3,Miami-Dade County,25.464,-80.1284,5412,Exposed,0.1491,58.01,3,299.55,-0.18,0,-1.86,0,4,0.0764
13090,2008-10-03,2008,10,3,Monroe County,24.9838,-80.4183,7972.87,Exposed,0.0704,62.54,4.1,299.84,-0.06,0,-1.44,0,4,0.11109999999999999
12024,2008-10-07,2008,10,7,Monroe County,24.4648,-81.836,9444,Exposed,0.1014,56.58,5.4,299.69,-0.17,0,-1.72,0,5,0.0167
12125,2008-10-07,2008,10,7,Monroe County,24.4626,-81.853,8929,Exposed,0.1014,56.58,6.2,299.69,-0.17,0,-1.72,0,5,0.0196
12036,2008-10-07,2008,10,7,Monroe County,24.4679,-81.8868,7427,Sheltered,0.1262,56.58,9.3,299.68,0.04,0,-1.54,0,5,0.032
12109,2008-10-07,2008,10,7,Monroe County,24.4584,-81.8838,8516,Exposed,0.1262,56.58,6.6,299.68,0.04,0,-1.54,0,5,0.0351
12093,2008-10-08,2008,10,8,Monroe County,24.4525,-81.8754,9471,Exposed,0.0571,56.58,6.1,299.35,0.23,0,-1.63,0,7,0
12094,2008-10-08,2008,10,8,Monroe County,24.4534,-81.883,9047,Exposed,0.0571,56.58,6.9,299.27,-0.75,0,-2.7,0,7,0
12154,2008-10-08,2008,10,8,Monroe County,24.4789,-81.8821,6569,Sheltered,0.1262,56.58,5.8,299.27,-0.75,0,-2.7,0,7,0.0294
14140,2008-10-08,2008,10,8,Broward County,26.2247,-80.0686,2048,Exposed,0.0453,54.65,17.1,299.59,0.2,0,-1.15,0,5,0.04
12101,2008-10-08,2008,10,8,Monroe County,24.4558,-81.8944,8408,Exposed,0.0571,56.58,8.5,299.27,-0.75,0,-2.7,0,7,0.047599999999999996
12130,2008-10-08,2008,10,8,Monroe County,24.4734,-81.882,7117,Sheltered,0.1262,56.58,7.3,299.27,-0.75,0,-2.7,0,7,0.0552
14102,2008-10-08,2008,10,8,Broward County,26.1904,-80.0814,1305,Exposed,0.0442,54.65,12.8,262.15,-0.08,0.37,-1.46,0.37,5,0.0833
14026,2008-10-08,2008,10,8,Broward County,26.1111,-80.0989,515,Exposed,0.053,63.75,6.7,299.54,-0.04,0,-1.44,0,5,0.09519999999999999
12173,2008-10-10,2008,10,10,Monroe County,24.4814,-81.9401,5008,Sheltered,0.1116,56.58,7.4,299.18,-0.25,0,-2.29,0,7,0.0154
12065,2008-10-10,2008,10,10,Monroe County,24.444,-81.9692,8551,Exposed,0.0583,56.58,11.6,299.33,-0.34,0,-2.24,0,7,0.0208
12256,2008-10-10,2008,10,10,Monroe County,24.5119,-81.9311,1619,Sheltered,0.1632,57.06,5,298.97,-0.1,0,-2.32,0,7,0.0316
12115,2008-10-10,2008,10,10,Monroe County,24.4591,-81.9107,7601,Exposed,0.1262,56.58,9.8,299.18,-0.25,0,-2.29,0,7,0.053399999999999996
14261,2008-10-10,2008,10,10,Palm Beach County,26.7051,-80.0168,1599,Exposed,0.0429,88.08,17.1,299.54,-0.28,1.69,-1.63,1.69,5,0.09880000000000001
14273,2008-10-10,2008,10,10,Palm Beach County,26.7143,-80.0308,209,Exposed,0.0461,88.08,2,299.54,-0.28,1.69,-1.63,1.69,5,0.11109999999999999
13040,2008-11-04,2008,11,4,Monroe County,24.9427,-80.4993,5904,Exposed,0.0804,62.54,5.9,298.19,-0.84,0,-3.9,0,5,0
13037,2008-11-04,2008,11,4,Monroe County,24.941,-80.4868,6256,Exposed,0.0804,62.54,6,298.36,-0.93,0,-3.82,0,5,0.0159
13078,2008-11-04,2008,11,4,Monroe County,24.9759,-80.4361,6858,Exposed,0.0704,62.54,6.4,298.42,-1.13,0,-3.93,0,5,0.09519999999999999
13231,2009-08-03,2009,8,3,Monroe County,25.103,-80.3069,7510,Exposed,0.1244,57.05,6.8,302.67,0.19,6.42,0.13,2.08,4,0.050199999999999995
13213,2009-08-03,2009,8,3,Monroe County,25.0758,-80.3228,8070,Exposed,0.0551,57.79,7,302.68,0.35,6.07,0.29,0,4,0.1204
13221,2009-08-03,2009,8,3,Monroe County,25.0936,-80.3008,8592,Exposed,0.1244,57.05,7.8,302.67,0.19,6.42,0.13,2.08,4,0.1434
13239,2009-08-03,2009,8,3,Monroe County,25.1068,-80.3212,6367,Exposed,0.1244,57.05,3.2,302.67,0.19,6.42,0.13,2.08,4,0.1616
13225,2009-08-03,2009,8,3,Monroe County,25.0972,-80.297,8707,Exposed,0.1244,57.05,7.4,302.67,0.19,6.42,0.13,2.08,4,0.16469999999999999
13373,2009-08-04,2009,8,4,Monroe County,25.2668,-80.2026,8497,Exposed,0.0578,55.99,13.4,302.61,0.38,5.34,0.34,0,4,0.0337
13316,2009-08-04,2009,8,4,Monroe County,25.2124,-80.2128,10743,Exposed,0.1047,56.55,5.4,302.64,0.42,4.52,0.37,0,4,0.0556
13334,2009-08-04,2009,8,4,Monroe County,25.2217,-80.2101,10370,Exposed,0.1047,56.55,4.3,302.64,0.42,4.52,0.37,0,4,0.0796
13369,2009-08-04,2009,8,4,Monroe County,25.2581,-80.2026,9015,Exposed,0.0578,55.99,8.8,302.61,0.38,5.34,0.34,0,4,0.09519999999999999
13347,2009-08-04,2009,8,4,Monroe County,25.2325,-80.2266,8414,Exposed,0.1047,56.55,3,302.64,0.42,4.52,0.37,0,4,0.1176
13383,2009-08-04,2009,8,4,Monroe County,25.2856,-80.2258,5575,Sheltered,0.1546,55.99,2.7,302.61,0.38,5.34,0.34,0,4,0.1594
13364,2009-08-04,2009,8,4,Monroe County,25.2481,-80.2186,8077,Exposed,0.1047,56.55,3.7,302.61,0.38,5.34,0.34,0,4,0.19269999999999998
13357,2009-08-04,2009,8,4,Monroe County,25.238,-80.2682,4398,Sheltered,0.1769,56.55,2.1,302.63,0.4,6.59,0.36,0,4,0.2183
13323,2009-08-04,2009,8,4,Monroe County,25.2144,-80.2169,10246,Exposed,0.1047,56.55,3,302.64,0.42,4.52,0.37,0,4,0.23079999999999998
13336,2009-08-04,2009,8,4,Monroe County,25.2224,-80.2804,4003,Sheltered,0.1769,56.55,1.8,302.63,0.4,6.59,0.36,0,4,0.2703
13329,2009-08-04,2009,8,4,Monroe County,25.2164,-80.2862,4085,Sheltered,0.1769,56.55,3.2,302.6,0.3,10.48,0.26,0,4,0.276
13142,2009-08-05,2009,8,5,Monroe County,25.0108,-80.4122,566,Exposed,0.1005,60.51,5.2,302.47,0.02,5.77,0.02,0,4,0.086
13105,2009-08-05,2009,8,5,Monroe County,24.9908,-80.4125,7512,Exposed,0.0627,62.54,3.4,302.45,-0.16,7.3,-0.17,2.14,4,0.1061
13157,2009-08-05,2009,8,5,Monroe County,25.0234,-80.3654,8788,Sheltered,0.0527,60.51,7.9,302.47,-0.27,5.53,-0.28,0,4,0.1438
13253,2009-08-05,2009,8,5,Monroe County,25.117,-80.3414,3754,Sheltered,0.1629,58.32,4.2,302.4,0.07,9.76,0.07,1.58,4,0.26039999999999996
13194,2009-08-05,2009,8,5,Monroe County,25.0615,-80.3784,6083,Sheltered,0.15,60.51,1.8,302.44,0.15,6.65,0.16,2.04,4,0.32799999999999996
13246,2009-08-05,2009,8,5,Monroe County,25.1102,-80.34,4339,Sheltered,0.1629,58.32,1.6,302.4,0.07,9.76,0.07,1.58,4,0.38530000000000003
13288,2009-08-06,2009,8,6,Monroe County,25.1533,-80.2487,10639,Exposed,0.0478,57.05,14.2,302.48,-0.11,6.21,-0.12,0,4,0.0256
13300,2009-08-06,2009,8,6,Monroe County,25.1857,-80.2263,10780,Exposed,0.0562,56.55,13.4,302.47,-0.04,7.17,-0.05,0,4,0.1176
13089,2009-08-12,2009,8,12,Monroe County,24.9804,-80.4173,8361.9,Exposed,0.0704,62.54,16,302.21,0.12,7.3,0.11,2.14,5,0.0242
13153,2009-08-12,2009,8,12,Monroe County,25.0204,-80.4259,3996,Sheltered,0.1711,60.51,3.4,302.21,0.55,5.77,0.53,0,5,0.0408
13080,2009-08-12,2009,8,12,Monroe County,24.9763,-80.4446,6038,Exposed,0.0704,62.54,7.2,302.21,0.12,7.3,0.11,2.14,5,0.1232
13114,2009-08-12,2009,8,12,Monroe County,24.9992,-80.4398,5691,Exposed,0.0704,62.54,4.6,302.21,0.55,5.77,0.53,0,5,0.1858
13108,2009-08-12,2009,8,12,Monroe County,24.9926,-80.4258,6787,Exposed,0.0704,62.54,7.2,302.21,0.12,7.3,0.11,2.14,5,0.22219999999999998
13639,2009-08-13,2009,8,13,Miami-Dade County,25.5635,-80.1129,5624,Exposed,0.1536,57.93,5,302.11,0.13,4.08,0.11,0,5,0.1026
13673,2009-08-13,2009,8,13,Miami-Dade County,25.6227,-80.0951,7452,Exposed,0.0999,57.13,6.9,302.08,-0.32,3.56,-0.33,0,5,0.16670000000000001
13643,2009-08-13,2009,8,13,Miami-Dade County,25.5712,-80.105,5982,Exposed,0.1536,57.93,6.5,302.11,0.13,4.08,0.11,0,5,0.172
13666,2009-08-13,2009,8,13,Miami-Dade County,25.59,-80.0964,6420,Exposed,0.0999,57.13,3.6,302.11,-0.13,4.82,-0.14,0,5,0.1981
13697,2009-08-14,2009,8,14,Miami-Dade County,25.6795,-80.0982,5587,Exposed,0.1066,52.58,5.7,302.05,-0.36,4.37,-0.38,0,5,0.0404
13709,2009-08-14,2009,8,14,Miami-Dade County,25.7048,-80.0979,5305,Exposed,0.1066,52.58,5,302.07,0.02,6.7,0.02,0,4,0.08470000000000001
13698,2009-08-14,2009,8,14,Miami-Dade County,25.6813,-80.0902,6418,Exposed,0.1066,52.58,2.7,302.05,-0.36,4.37,-0.38,0,5,0.09210000000000002
13688,2009-08-14,2009,8,14,Miami-Dade County,25.6741,-80.0942,5893,Exposed,0.1066,52.58,3,302.05,-0.36,4.37,-0.38,0,5,0.1235
13686,2009-08-14,2009,8,14,Miami-Dade County,25.6722,-80.0902,6294,Exposed,0.1066,52.58,3,302.05,-0.36,4.37,-0.38,0,5,0.1754
13152,2009-08-17,2009,8,17,Monroe County,25.0195,-80.4234,4219,Sheltered,0.1711,60.51,3.4,302.21,0.55,5.77,0.53,0,5,0.0409
13014,2009-08-17,2009,8,17,Monroe County,24.9037,-80.5278,7034,Exposed,0.0497,61.88,15.6,302.23,0.29,5.37,0.29,0,5,0.096
13008,2009-08-17,2009,8,17,Monroe County,24.8957,-80.545,6991,Exposed,0.0653,61.88,7.5,302.27,0,8.38,0,2.12,5,0.125
13024,2009-08-17,2009,8,17,Monroe County,24.91,-80.5216,6840,Exposed,0.0497,61.88,10.4,302.23,0.29,5.37,0.29,0,5,0.1401
13010,2009-08-17,2009,8,17,Monroe County,24.8975,-80.618,2445,Sheltered,0.111,60.12,4.2,302.22,-0.32,4.6,-0.35,0,5,0.24559999999999998
12883,2009-08-18,2009,8,18,Monroe County,24.7012,-80.8896,7458,Exposed,0.08,61.18,8.8,302.3,-0.04,7.48,-0.06,1.16,5,0.08560000000000001
12916,2009-08-18,2009,8,18,Monroe County,24.7148,-80.8444,8706,Exposed,0.124,61.18,14.8,302.29,-0.12,6.49,-0.14,0,5,0.11699999999999999
12879,2009-08-18,2009,8,18,Monroe County,24.7003,-80.9085,7214,Exposed,0.08,61.18,7.8,302.31,-0.04,7.48,-0.07,1.15,5,0.1184
12980,2009-08-18,2009,8,18,Monroe County,24.8368,-80.7262,1543,Sheltered,0.1836,60.12,4.4,302.19,-0.74,5.6,-0.82,3,5,0.23809999999999998
13605,2009-08-20,2009,8,20,Miami-Dade County,25.5011,-80.1711,672,Sheltered,0.2472,56.37,3.2,301.66,0.77,2.87,0.63,0,3,0.0104
13591,2009-08-20,2009,8,20,Miami-Dade County,25.4922,-80.1385,3896,Sheltered,0.1491,58.01,3.4,301.79,0.86,2.91,0.76,0,3,0.0433
13555,2009-08-20,2009,8,20,Miami-Dade County,25.4552,-80.172,1783,Sheltered,0.1805,48.9,4.6,301.64,1.62,4.03,1.47,0,3,0.0784
12428,2009-08-20,2009,8,20,Monroe County,24.5529,-81.3821,7679,Exposed,0.121,57.81,5.8,302,0.5,8.01,0.41,2.24,3,0.0797
12380,2009-08-20,2009,8,20,Monroe County,24.545,-81.4073,8544,Exposed,0.121,57.81,7.6,299.85,4.02,42.41,4.02,42.02,3,0.08
12385,2009-08-20,2009,8,20,Monroe County,24.5452,-81.4169,8698,Exposed,0.142,58.42,10.6,299.85,4.02,42.41,4.02,42.02,3,0.096
13580,2009-08-20,2009,8,20,Miami-Dade County,25.475,-80.1522,2705,Sheltered,0.1491,58.01,4.6,301.79,0.86,2.91,0.76,0,3,0.1054
13627,2009-08-20,2009,8,20,Miami-Dade County,25.5406,-80.1151,5475,Exposed,0.0502,57.93,4.5,301.81,0.97,4.08,0.87,0,3,0.131
12467,2009-08-20,2009,8,20,Monroe County,24.5632,-81.4004,6454,Exposed,0.121,57.81,7.3,302,0.5,8.01,0.41,2.24,3,0.13119999999999998
13600,2009-08-20,2009,8,20,Miami-Dade County,25.4989,-80.1212,5638,Exposed,0.0547,58.01,3.7,301.82,0.81,4.2,0.73,0,3,0.1494
12478,2009-08-20,2009,8,20,Monroe County,24.5658,-81.3967,6145,Exposed,0.121,57.81,7.4,302,0.5,8.01,0.41,2.24,3,0.1838
13545,2009-08-21,2009,8,21,Miami-Dade County,25.4477,-80.1636,2714,Sheltered,0.1636,58.01,3.7,301.76,1.33,4.71,1.22,0,3,0.0085
13612,2009-08-21,2009,8,21,Miami-Dade County,25.5116,-80.1047,6955,Exposed,0.0502,57.93,13.2,301.92,1.05,4.46,1,0,3,0.0513
13601,2009-08-21,2009,8,21,Miami-Dade County,25.4989,-80.1015,7605,Exposed,0.0547,58.01,13.1,301.92,1.05,4.46,1,0,3,0.061900000000000004
13565,2009-08-21,2009,8,21,Miami-Dade County,25.463,-80.1396,4466,Sheltered,0.1491,58.01,5.5,301.79,0.86,2.91,0.76,0,3,0.0877
12711,2009-08-21,2009,8,21,Monroe County,24.6342,-81.2463,3457,Sheltered,0.1683,62.25,6.8,301.96,0.97,8.14,0.85,1.28,3,0.09849999999999999
12675,2009-08-21,2009,8,21,Monroe County,24.6272,-81.2335,4675,Sheltered,0.1683,62.25,6.8,301.98,0.4,11.34,0.28,4.75,3,0.09880000000000001
13514,2009-08-21,2009,8,21,Miami-Dade County,25.4216,-80.1538,4717,Sheltered,0.1636,58.01,3,301.82,1.33,4.77,1.23,0,3,0.1005
12551,2009-08-21,2009,8,21,Monroe County,24.5952,-81.2126,8794,Exposed,0.1024,62.25,11.2,302.02,1.03,8.56,0.94,0,3,0.1056
12537,2009-08-21,2009,8,21,Monroe County,24.5894,-81.257,7927,Exposed,0.1396,62.25,8.3,301.98,0.96,10.53,0.87,0,3,0.10640000000000001
12151,2009-08-21,2009,8,21,Monroe County,24.478,-81.9628,4776,Sheltered,0.1055,56.58,9.4,301.98,1.33,4.66,1.24,0,3,0.11259999999999999
12267,2009-08-21,2009,8,21,Monroe County,24.5141,-81.9305,1368,Sheltered,0.1632,57.06,3.5,301.92,1.68,6.23,1.54,0,2,0.1264
12535,2009-08-21,2009,8,21,Monroe County,24.5876,-81.24,8486,Exposed,0.1024,62.25,12,302.02,1.03,8.56,0.94,0,3,0.151
13494,2009-08-21,2009,8,21,Miami-Dade County,25.4016,-80.1301,7556,Exposed,0.0608,57.28,5.8,301.95,1.08,4.56,1.04,0,3,0.1586
13522,2009-08-21,2009,8,21,Miami-Dade County,25.4252,-80.1518,4774,Sheltered,0.1636,58.01,3.2,301.82,1.33,4.77,1.23,0,3,0.2
13513,2009-08-21,2009,8,21,Miami-Dade County,25.4198,-80.1538,4802,Sheltered,0.1636,58.01,2.8,301.82,1.33,4.77,1.23,0,3,0.22440000000000002
13516,2009-08-21,2009,8,21,Miami-Dade County,25.4217,-80.1677,3413,Sheltered,0.1805,48.9,4,301.76,1.33,4.71,1.22,0,3,0.2613
14255,2009-08-24,2009,8,24,Palm Beach County,26.691,-80.0182,1527,Exposed,0.0429,88.08,15.6,301.66,1.51,6.99,1.49,1.01,3,0
14260,2009-08-24,2009,8,24,Palm Beach County,26.7046,-80.03,283,Exposed,0.0429,88.08,3.3,301.67,1.86,4.93,1.84,1.18,3,0
14267,2009-08-24,2009,8,24,Palm Beach County,26.7101,-80.03,327,Exposed,0.0461,88.08,3.8,301.67,1.86,4.93,1.84,1.18,3,0
14009,2009-08-25,2009,8,25,Broward County,26.0894,-80.099,860,Exposed,0.053,63.75,7.6,301.77,0.53,3.36,0.52,0,3,0.0725
12295,2009-08-25,2009,8,25,Monroe County,24.5212,-81.5639,8200,Exposed,0.0816,58.42,8.7,299.86,4.45,39.95,4.45,39.55,3,0.1736
12446,2009-08-25,2009,8,25,Monroe County,24.5584,-81.5067,6733,Sheltered,0.1646,58.42,7.2,301.97,1.3,12.52,1.19,2.81,3,0.1789
12376,2009-08-25,2009,8,25,Monroe County,24.5424,-81.4275,8504,Exposed,0.142,58.42,13.4,299.85,4.02,42.41,4.02,42.02,3,0.1882
13978,2009-08-25,2009,8,25,Broward County,26.0642,-80.0992,1185,Exposed,0.0473,56.97,7.7,301.79,0.4,4.14,0.39,0,3,0.2
12458,2009-08-25,2009,8,25,Monroe County,24.5606,-81.4911,5788,Sheltered,0.1564,58.42,7,301.97,1.3,12.52,1.19,2.81,3,0.20579999999999998
13961,2009-08-25,2009,8,25,Broward County,26.0497,-80.1033,897,Exposed,0.0473,56.97,8.4,301.79,0.4,4.14,0.39,0,3,0.2121
12287,2009-08-25,2009,8,25,Monroe County,24.5197,-81.5283,9942,Exposed,0.0794,58.42,13.3,302.02,1.22,8.22,1.15,1.12,3,0.2139
12322,2009-08-25,2009,8,25,Monroe County,24.5253,-81.5077,10038,Exposed,0.0794,58.42,8.5,302.02,1.22,8.22,1.15,1.12,3,0.2152
12293,2009-08-26,2009,8,26,Monroe County,24.5209,-81.6607,4825,Sheltered,0.1203,58.42,5.5,301.62,1.13,10.35,0.91,3.88,2,0.092
12270,2009-08-26,2009,8,26,Monroe County,24.5154,-81.6107,7231,Exposed,0.0971,58.42,6.8,301.65,0.57,10.27,0.36,3.83,2,0.11109999999999999
14057,2009-08-26,2009,8,26,Broward County,26.1472,-80.0926,845,Exposed,0.0434,63.75,4.8,262.15,0.54,3.12,0.46,0,2,0.12
12210,2009-08-26,2009,8,26,Monroe County,24.4971,-81.7083,6528,Sheltered,0.0727,53.15,5.2,301.64,1.83,12.36,1.63,4.06,2,0.12119999999999999
12419,2009-08-26,2009,8,26,Monroe County,24.551,-81.579,4553,Sheltered,0.1562,58.42,4.1,301.56,0.39,14.54,0.14,7.92,2,0.1272
12242,2009-08-26,2009,8,26,Monroe County,24.5083,-81.6453,6893,Exposed,0.1203,58.42,6.8,299.82,3.37,46.56,3.37,45.9,2,0.16010000000000002
12292,2009-08-26,2009,8,26,Monroe County,24.5209,-81.5851,7441,Exposed,0.0971,58.42,6.8,301.65,0.57,10.27,0.36,3.83,2,0.191
12180,2009-08-26,2009,8,26,Monroe County,24.483,-81.7352,7863,Exposed,0.0727,53.15,13.2,301.68,0.73,9.19,0.55,2.72,2,0.2667
12141,2009-08-26,2009,8,26,Monroe County,24.4757,-81.7353,8645,Exposed,0.0727,53.15,11.8,301.68,0.73,9.19,0.55,2.72,2,0.3333
12082,2009-08-27,2009,8,27,Monroe County,24.4511,-81.9229,8311,Exposed,0.0586,56.58,8.3,301.65,0.49,7.02,0.29,1.27,2,0.047599999999999996
13863,2009-08-27,2009,8,27,Miami-Dade County,25.9288,-80.1062,1411,Exposed,0.0548,51.35,8.2,301.45,0.43,2.41,0.32,0,2,0.05
12144,2009-08-27,2009,8,27,Monroe County,24.477,-81.8754,6824,Sheltered,0.1262,56.58,7.4,301.65,0.42,4.48,0.2,0,2,0.0755
13870,2009-08-27,2009,8,27,Miami-Dade County,25.9396,-80.1102,912,Exposed,0.0548,51.35,5.2,301.45,0.43,2.41,0.32,0,2,0.0933
12178,2009-08-27,2009,8,27,Monroe County,24.4823,-81.8814,6192,Sheltered,0.1262,56.58,4.3,301.65,0.42,4.48,0.2,0,2,0.0993
12071,2009-08-27,2009,8,27,Monroe County,24.4458,-81.9225,8900,Exposed,0.0586,56.58,6.2,301.65,0.49,7.02,0.29,1.27,2,0.2667
12121,2009-08-28,2009,8,28,Monroe County,24.4604,-81.8433,9528,Exposed,0.1014,56.58,2,301.7,0.18,5.82,0,1.1,2,0.036699999999999997
12112,2009-08-28,2009,8,28,Monroe County,24.4589,-81.8456,9578,Exposed,0.1014,56.58,7.3,301.7,0.18,5.82,0,1.1,2,0.1429
12113,2009-08-28,2009,8,28,Monroe County,24.459,-81.8417,9746,Exposed,0.1014,56.58,9.8,301.7,0.18,5.82,0,1.1,2,0.3824
12761,2009-08-30,2009,8,30,Monroe County,24.6609,-82.8191,5818,Sheltered,0.0722,71.57,9.9,301.53,0.49,0,0.33,0,2,0.0741
12797,2009-08-30,2009,8,30,Monroe County,24.6738,-82.7911,8942,Exposed,0.06,47.43,5.5,301.52,0.83,1.96,0.65,0,2,0.0894
14221,2009-08-31,2009,8,31,Palm Beach County,26.5257,-80.033,1408,Exposed,0.0411,56.63,15.7,262.15,0.92,6.44,0.83,0.34,2,0.0222
14214,2009-08-31,2009,8,31,Palm Beach County,26.4865,-80.0398,1367,Exposed,0.0421,52.89,15.8,262.15,0.9,5.69,0.81,0,2,0.10189999999999999
12794,2009-08-31,2009,8,31,Monroe County,24.6702,-82.9278,3954,Exposed,0.0596,47.02,13.4,301.48,0.54,1.02,0.34,0,2,0.1054
14230,2009-08-31,2009,8,31,Palm Beach County,26.6105,-80.023,1334,Exposed,0.0468,68.4,17.5,301.47,1.36,5.41,1.27,1.07,1,0.11109999999999999
12779,2009-08-31,2009,8,31,Monroe County,24.6666,-82.9278,3571,Exposed,0.071,51.47,15.2,301.48,0.54,1.02,0.34,0,2,0.1333
14232,2009-08-31,2009,8,31,Palm Beach County,26.6255,-80.0225,1384,Exposed,0.0523,68.4,14.4,301.38,1.43,4.31,1.36,1.41,1,0.1494
12732,2009-08-31,2009,8,31,Monroe County,24.6428,-82.9304,1384,Exposed,0.071,51.47,9.6,301.51,0.84,0,0.66,0,2,0.18
13742,2009-09-01,2009,9,1,Miami-Dade County,25.7824,-80.0874,4023,Exposed,0.0599,41.6,17.4,301.44,0.51,5.91,0.37,0,2,0
13749,2009-09-01,2009,9,1,Miami-Dade County,25.7933,-80.0973,2852,Exposed,0.0616,41.6,12,301.45,0.68,4.09,0.57,0,2,0
14029,2009-09-01,2009,9,1,Broward County,26.1129,-80.1009,316,Exposed,0.053,63.75,4.9,301.51,0.57,2.24,0.49,0,2,0
14035,2009-09-01,2009,9,1,Broward County,26.1165,-80.1008,309,Exposed,0.053,63.75,4.8,301.51,0.57,2.24,0.49,0,2,0
14303,2009-09-01,2009,9,1,Martin County,27.1119,-80.1256,1177,Exposed,0.1073,57.69,4.3,262.15,0.15,4.67,0.1,2.48,1,0
12058,2009-09-01,2009,9,1,Monroe County,24.4348,-81.9301,10109,Exposed,0.0586,56.58,15,301.65,0.49,7.02,0.29,1.27,2,0.0513
12672,2009-09-01,2009,9,1,Monroe County,24.627,-82.9318,711,Exposed,0.071,51.47,2.7,301.51,0.84,0,0.66,0,2,0.0733
12587,2009-09-01,2009,9,1,Monroe County,24.6077,-82.9604,4291,Exposed,0.0629,51.47,14.3,301.53,0.83,1.01,0.65,0,2,0.07690000000000001
14043,2009-09-01,2009,9,1,Broward County,26.1237,-80.0948,853,Exposed,0.053,63.75,4.4,262.15,0.54,3.12,0.46,0,2,0.0818
14019,2009-09-01,2009,9,1,Broward County,26.1021,-80.1009,330,Exposed,0.053,63.75,4,301.51,0.57,2.24,0.49,0,2,0.0864
14317,2009-09-01,2009,9,1,Martin County,27.132,-80.1337,1103,Exposed,0.1064,57.69,3.8,300.85,0.25,2.61,0.19,1.28,1,0.1
12026,2009-09-01,2009,9,1,Monroe County,24.4661,-81.8338,9064,Exposed,0.1014,56.58,5.6,301.7,0.18,5.82,0,1.1,2,0.1014
12593,2009-09-01,2009,9,1,Monroe County,24.6108,-82.8724,1769,Exposed,0.0581,71.57,4.2,301.55,0.5,2.36,0.33,0,2,0.1121
12594,2009-09-01,2009,9,1,Monroe County,24.6108,-82.9655,4569,Exposed,0.0629,51.47,14.6,301.53,0.83,1.01,0.65,0,2,0.11539999999999999
12621,2009-09-01,2009,9,1,Monroe County,24.6196,-82.9262,1027,Sheltered,0.0709,51.47,10,301.51,0.84,0,0.66,0,2,0.1164
12579,2009-09-01,2009,9,1,Monroe County,24.6054,-82.8724,2311,Exposed,0.0581,71.57,16.9,301.55,0.5,2.36,0.33,0,2,0.1278
12568,2009-09-01,2009,9,1,Monroe County,24.6015,-82.9524,4135,Exposed,0.0709,51.47,14.4,301.53,0.83,1.01,0.65,0,2,0.1324
14312,2009-09-01,2009,9,1,Martin County,27.1212,-80.1275,1388,Exposed,0.1053,57.69,5.1,300.85,0.25,2.61,0.19,1.28,1,0.1373
12100,2009-09-01,2009,9,1,Monroe County,24.4553,-81.8516,9731,Exposed,0.0532,56.58,10,301.7,0.18,5.82,0,1.1,2,0.15380000000000002
14300,2009-09-01,2009,9,1,Martin County,27.1084,-80.123,1234,Exposed,0.1193,57.69,3.2,262.15,0.15,4.67,0.1,2.48,1,0.15560000000000002
12575,2009-09-01,2009,9,1,Monroe County,24.6036,-82.8743,2600,Exposed,0.0581,71.57,3.2,301.55,0.5,2.36,0.33,0,2,0.16670000000000001
12037,2009-09-01,2009,9,1,Monroe County,24.4681,-81.8062,8417,Exposed,0.0938,53.15,10.4,301.7,0.19,6.8,0.01,1.11,2,0.3218
